CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
f9196119c677   cloud_broker            0.00%     60.87MiB / 31.35GiB   0.19%     2.28MB / 25.9kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.15%     48.29MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.00%     68.12MiB / 31.35GiB   0.21%     2.31MB / 74.7kB   0B / 0B     31
9bfae88e0069   cloud_server            0.00%     68.96MiB / 31.35GiB   0.21%     2.29MB / 39kB     0B / 0B     31
46bf71f206f3   edge_subscriber         0.00%     47.53MiB / 31.35GiB   0.15%     2.28MB / 24.7kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.06%     49.41MiB / 500MiB     9.88%     2.28MB / 25.8kB   0B / 0B     21
dadc22ff80b5   edge_broker             0.19%     65.87MiB / 31.35GiB   0.21%     2.29MB / 34.4kB   0B / 0B     21
aeb1312c0119   cloud_client            0.00%     48.55MiB / 31.35GiB   0.15%     2.3MB / 40.6kB    0B / 0B     21
23a14a580f50   case2-mongodb-1         0.39%     91.17MiB / 31.35GiB   0.28%     51.5kB / 38.5kB   0B / 0B     51
031a99bce2d8   cloud_publisher         0.00%     49.2MiB / 31.35GiB    0.15%     2.28MB / 26kB     0B / 0B     21
f9196119c677   cloud_broker            0.00%     60.89MiB / 31.35GiB   0.19%     2.28MB / 26kB     0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.16%     48.37MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.00%     68.12MiB / 31.35GiB   0.21%     2.31MB / 74.7kB   0B / 0B     31
9bfae88e0069   cloud_server            0.10%     68.97MiB / 31.35GiB   0.21%     2.29MB / 39.3kB   0B / 0B     31
46bf71f206f3   edge_subscriber         0.00%     47.53MiB / 31.35GiB   0.15%     2.28MB / 24.7kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.00%     49.41MiB / 500MiB     9.88%     2.28MB / 25.8kB   0B / 0B     21
dadc22ff80b5   edge_broker             0.10%     65.89MiB / 31.35GiB   0.21%     2.29MB / 34.7kB   0B / 0B     21
aeb1312c0119   cloud_client            0.08%     48.57MiB / 31.35GiB   0.15%     2.3MB / 40.9kB    0B / 0B     21
23a14a580f50   case2-mongodb-1         0.82%     91.17MiB / 31.35GiB   0.28%     52.7kB / 40.2kB   0B / 0B     51
031a99bce2d8   cloud_publisher         0.00%     49.2MiB / 31.35GiB    0.15%     2.28MB / 26kB     0B / 0B     21
f9196119c677   cloud_broker            0.08%     61.02MiB / 31.35GiB   0.19%     2.28MB / 26.3kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.16%     48.45MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.00%     68.13MiB / 31.35GiB   0.21%     2.31MB / 75kB     0B / 0B     31
9bfae88e0069   cloud_server            0.00%     68.97MiB / 31.35GiB   0.21%     2.29MB / 39.3kB   0B / 0B     31
46bf71f206f3   edge_subscriber         0.00%     47.53MiB / 31.35GiB   0.15%     2.28MB / 24.7kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.00%     49.41MiB / 500MiB     9.88%     2.28MB / 25.8kB   0B / 0B     21
dadc22ff80b5   edge_broker             0.00%     65.89MiB / 31.35GiB   0.21%     2.29MB / 34.7kB   0B / 0B     21
aeb1312c0119   cloud_client            0.00%     48.57MiB / 31.35GiB   0.15%     2.3MB / 40.9kB    0B / 0B     21
23a14a580f50   case2-mongodb-1         0.33%     91.17MiB / 31.35GiB   0.28%     53.1kB / 40.7kB   0B / 0B     51
031a99bce2d8   cloud_publisher         0.05%     49.22MiB / 31.35GiB   0.15%     2.28MB / 26.2kB   0B / 0B     21
f9196119c677   cloud_broker            0.05%     60.92MiB / 31.35GiB   0.19%     2.28MB / 26.4kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.16%     48.54MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.00%     68.13MiB / 31.35GiB   0.21%     2.31MB / 75kB     0B / 0B     31
9bfae88e0069   cloud_server            0.00%     68.97MiB / 31.35GiB   0.21%     2.29MB / 39.3kB   0B / 0B     31
46bf71f206f3   edge_subscriber         0.00%     47.53MiB / 31.35GiB   0.15%     2.28MB / 24.7kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.00%     49.43MiB / 500MiB     9.89%     2.28MB / 26kB     0B / 0B     21
dadc22ff80b5   edge_broker             0.00%     65.99MiB / 31.35GiB   0.21%     2.29MB / 35.3kB   0B / 0B     21
aeb1312c0119   cloud_client            0.00%     48.57MiB / 31.35GiB   0.15%     2.3MB / 40.9kB    0B / 0B     21
23a14a580f50   case2-mongodb-1         0.33%     91.17MiB / 31.35GiB   0.28%     53.6kB / 40.8kB   0B / 0B     51
031a99bce2d8   cloud_publisher         0.00%     49.22MiB / 31.35GiB   0.15%     2.28MB / 26.2kB   0B / 0B     21
f9196119c677   cloud_broker            0.00%     60.92MiB / 31.35GiB   0.19%     2.28MB / 26.4kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.14%     48.62MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.09%     68.14MiB / 31.35GiB   0.21%     2.31MB / 75.3kB   0B / 0B     31
9bfae88e0069   cloud_server            0.00%     68.98MiB / 31.35GiB   0.21%     2.29MB / 39.6kB   0B / 0B     31
46bf71f206f3   edge_subscriber         0.00%     47.53MiB / 31.35GiB   0.15%     2.28MB / 24.7kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.00%     49.43MiB / 500MiB     9.89%     2.28MB / 26kB     0B / 0B     21
dadc22ff80b5   edge_broker             0.00%     66MiB / 31.35GiB      0.21%     2.29MB / 35.6kB   0B / 0B     21
aeb1312c0119   cloud_client            0.00%     48.58MiB / 31.35GiB   0.15%     2.3MB / 41.2kB    0B / 0B     21
23a14a580f50   case2-mongodb-1         0.39%     91.17MiB / 31.35GiB   0.28%     55.2kB / 43.2kB   0B / 0B     51
031a99bce2d8   cloud_publisher         0.00%     49.22MiB / 31.35GiB   0.15%     2.28MB / 26.2kB   0B / 0B     21
f9196119c677   cloud_broker            0.00%     60.93MiB / 31.35GiB   0.19%     2.28MB / 26.7kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.16%     48.83MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.00%     68.14MiB / 31.35GiB   0.21%     2.31MB / 75.3kB   0B / 0B     31
9bfae88e0069   cloud_server            0.00%     68.98MiB / 31.35GiB   0.21%     2.29MB / 39.6kB   0B / 0B     31
46bf71f206f3   edge_subscriber         0.13%     47.56MiB / 31.35GiB   0.15%     2.28MB / 24.8kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.06%     49.44MiB / 500MiB     9.89%     2.28MB / 26.2kB   0B / 0B     21
dadc22ff80b5   edge_broker             0.24%     65.16MiB / 31.35GiB   0.20%     2.29MB / 36.4kB   0B / 0B     21
aeb1312c0119   cloud_client            0.00%     48.58MiB / 31.35GiB   0.15%     2.3MB / 41.2kB    0B / 0B     21
23a14a580f50   case2-mongodb-1         0.47%     93.17MiB / 31.35GiB   0.29%     55.7kB / 43.3kB   0B / 0B     51
031a99bce2d8   cloud_publisher         0.00%     49.24MiB / 31.35GiB   0.15%     2.28MB / 26.4kB   0B / 0B     21
f9196119c677   cloud_broker            0.00%     60.95MiB / 31.35GiB   0.19%     2.28MB / 26.8kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.17%     48.79MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.00%     68.14MiB / 31.35GiB   0.21%     2.31MB / 75.3kB   0B / 0B     31
9bfae88e0069   cloud_server            0.09%     69MiB / 31.35GiB      0.21%     2.29MB / 39.9kB   0B / 0B     31
46bf71f206f3   edge_subscriber         0.00%     47.56MiB / 31.35GiB   0.15%     2.28MB / 24.8kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.00%     49.44MiB / 500MiB     9.89%     2.28MB / 26.2kB   0B / 0B     21
dadc22ff80b5   edge_broker             0.07%     65.17MiB / 31.35GiB   0.20%     2.29MB / 36.8kB   0B / 0B     21
aeb1312c0119   cloud_client            0.08%     48.59MiB / 31.35GiB   0.15%     2.3MB / 41.5kB    0B / 0B     21
23a14a580f50   case2-mongodb-1         0.78%     93.17MiB / 31.35GiB   0.29%     57kB / 45.1kB     0B / 0B     51
031a99bce2d8   cloud_publisher         0.00%     49.24MiB / 31.35GiB   0.15%     2.28MB / 26.4kB   0B / 0B     21
f9196119c677   cloud_broker            0.09%     60.96MiB / 31.35GiB   0.19%     2.28MB / 27.1kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.16%     48.88MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.00%     68.16MiB / 31.35GiB   0.21%     2.31MB / 75.6kB   0B / 0B     31
9bfae88e0069   cloud_server            0.00%     69MiB / 31.35GiB      0.21%     2.29MB / 39.9kB   0B / 0B     31
46bf71f206f3   edge_subscriber         0.00%     47.56MiB / 31.35GiB   0.15%     2.28MB / 24.8kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.00%     49.44MiB / 500MiB     9.89%     2.28MB / 26.2kB   0B / 0B     21
dadc22ff80b5   edge_broker             0.00%     65.17MiB / 31.35GiB   0.20%     2.29MB / 36.8kB   0B / 0B     21
aeb1312c0119   cloud_client            0.00%     48.59MiB / 31.35GiB   0.15%     2.3MB / 41.5kB    0B / 0B     21
23a14a580f50   case2-mongodb-1         0.32%     93.17MiB / 31.35GiB   0.29%     57.3kB / 45.5kB   0B / 0B     51
031a99bce2d8   cloud_publisher         0.05%     49.26MiB / 31.35GiB   0.15%     2.28MB / 26.7kB   0B / 0B     21
f9196119c677   cloud_broker            0.06%     60.98MiB / 31.35GiB   0.19%     2.28MB / 27.2kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.15%     48.96MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.00%     68.16MiB / 31.35GiB   0.21%     2.31MB / 75.6kB   0B / 0B     31
