CONTAINER ID   NAME                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
b24b69a60460   case2-edgeIoTDevSim-83    0.00%     45.02MiB / 500MiB     9.00%     2.28MB / 26.6kB   0B / 0B     21
71d774b16d6a   case2-edgeIoTDevSim-7     0.00%     51.42MiB / 500MiB     10.28%    2.28MB / 26kB     0B / 0B     21
7e6303097522   edge_subscriber           1.07%     44.86MiB / 31.35GiB   0.14%     2.34MB / 41.5kB   0B / 0B     21
cfc1dc49e278   case2-edgeIoTDevSim-90    0.00%     44.97MiB / 500MiB     8.99%     2.28MB / 25.5kB   0B / 0B     21
b131c83f2394   cloud_publisher           0.00%     51.08MiB / 31.35GiB   0.16%     2.28MB / 27.8kB   0B / 0B     21
84737d09bc00   case2-edgeIoTDevSim-85    0.00%     45.39MiB / 500MiB     9.08%     2.28MB / 28.3kB   0B / 0B     21
811d4d1ceb9a   case2-edgeIoTDevSim-51    0.04%     47.16MiB / 500MiB     9.43%     2.28MB / 25.9kB   0B / 0B     21
bd52ba126563   case2-edgeIoTDevSim-15    0.10%     48.97MiB / 500MiB     9.79%     2.28MB / 25.1kB   0B / 0B     21
6e39004aef74   case2-edgeIoTDevSim-69    0.04%     47.2MiB / 500MiB      9.44%     2.28MB / 27.5kB   0B / 0B     21
846ea35a3b3b   case2-edgeIoTDevSim-42    0.00%     47MiB / 500MiB        9.40%     2.28MB / 26.9kB   0B / 0B     21
083f4dfd8ef7   case2-edgeIoTDevSim-70    0.00%     45.17MiB / 500MiB     9.03%     2.28MB / 29.1kB   0B / 0B     21
5e72dba7820b   case2-edgeIoTDevSim-23    0.00%     44.91MiB / 500MiB     8.98%     2.28MB / 28.7kB   0B / 0B     21
7b6239266f43   case2-edgeIoTDevSim-77    0.00%     47.13MiB / 500MiB     9.43%     2.28MB / 26.3kB   0B / 0B     21
550bb6c2b851   case2-edgeIoTDevSim-43    0.00%     47.62MiB / 500MiB     9.52%     2.28MB / 24.6kB   0B / 0B     21
b72e3a2e0713   case2-edgeIoTDevSim-87    0.00%     47.34MiB / 500MiB     9.47%     2.28MB / 29.3kB   0B / 0B     21
062890a55e1b   case2-edgeIoTDevSim-24    0.00%     47.34MiB / 500MiB     9.47%     2.28MB / 24.6kB   0B / 0B     21
6320cccbe3ce   case2-edgeIoTDevSim-99    0.00%     45.13MiB / 500MiB     9.03%     2.28MB / 24.6kB   0B / 0B     21
5b64711f946d   case2-edgeIoTDevSim-21    0.00%     48.93MiB / 500MiB     9.79%     2.28MB / 24.1kB   0B / 0B     21
05fd905ba020   case2-edgeIoTDevSim-16    0.00%     47.35MiB / 500MiB     9.47%     2.28MB / 25.4kB   0B / 0B     21
bbc37af48525   case2-edgeIoTDevSim-78    0.05%     49.14MiB / 500MiB     9.83%     2.28MB / 26.4kB   0B / 0B     21
f82560abf55b   case2-edgeIoTDevSim-75    0.04%     47.38MiB / 500MiB     9.48%     2.28MB / 27.6kB   0B / 0B     21
771aa3163b24   case2-edgeIoTDevSim-76    0.00%     45MiB / 500MiB        9.00%     2.28MB / 32.6kB   0B / 0B     21
c5e9967d2d71   case2-edgeIoTDevSim-14    0.00%     45.29MiB / 500MiB     9.06%     2.28MB / 23kB     0B / 0B     21
968f9a1857b9   case2-edgeIoTDevSim-39    0.00%     49.03MiB / 500MiB     9.81%     2.28MB / 27.4kB   0B / 0B     21
47fb63ffc457   case2-edgeIoTDevSim-71    0.00%     45.28MiB / 500MiB     9.06%     2.28MB / 26kB     0B / 0B     21
4289d2864559   case2-edgeIoTDevSim-74    0.00%     46.84MiB / 500MiB     9.37%     2.28MB / 28.5kB   0B / 0B     21
4cb303a38fdd   case2-edgeIoTDevSim-61    0.00%     48.79MiB / 500MiB     9.76%     2.28MB / 26.5kB   0B / 0B     21
96c6bac9300b   case2-edgeIoTDevSim-67    0.00%     49.36MiB / 500MiB     9.87%     2.28MB / 28.3kB   0B / 0B     21
a1ffc090c5fd   case2-edgeIoTDevSim-13    0.00%     49.25MiB / 500MiB     9.85%     2.28MB / 28.9kB   0B / 0B     21
66a4a8d0ef21   case2-edgeIoTDevSim-22    0.00%     48.82MiB / 500MiB     9.76%     2.28MB / 24.6kB   0B / 0B     21
2ffd221f26d0   case2-edgeIoTDevSim-86    0.00%     45.05MiB / 500MiB     9.01%     2.28MB / 25.4kB   0B / 0B     21
9654c372a995   case2-edgeIoTDevSim-72    0.04%     47.09MiB / 500MiB     9.42%     2.28MB / 25.1kB   0B / 0B     21
39be3bd200c1   case2-edgeIoTDevSim-11    0.03%     47.18MiB / 500MiB     9.44%     2.28MB / 27.5kB   0B / 0B     21
f5e147ccc5ae   case2-edgeIoTDevSim-6     0.04%     45.19MiB / 500MiB     9.04%     2.28MB / 26.9kB   0B / 0B     21
efc83859e245   case2-edgeIoTDevSim-26    0.00%     47.33MiB / 500MiB     9.47%     2.28MB / 26.6kB   0B / 0B     21
37b643a5f131   case2-edgeIoTDevSim-32    0.00%     47.11MiB / 500MiB     9.42%     2.28MB / 32.9kB   0B / 0B     21
1eea3439b745   case2-edgeIoTDevSim-8     0.00%     47.07MiB / 500MiB     9.41%     2.28MB / 31.4kB   0B / 0B     21
0da1349a66a0   case2-mongodb-1           0.30%     73.84MiB / 31.35GiB   0.23%     42.5kB / 26kB     0B / 0B     42
26ab7d26919f   case2-edgeIoTDevSim-2     0.00%     47MiB / 500MiB        9.40%     2.28MB / 28.9kB   0B / 0B     21
0d79aa0619dc   case2-edgeIoTDevSim-10    0.00%     47.44MiB / 500MiB     9.49%     2.28MB / 27.2kB   0B / 0B     21
