CONTAINER ID   NAME                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
db835efa82f3   case2-edgeIoTDevSim-370   0.00%     48.37MiB / 500MiB     9.67%     2.32MB / 42kB     0B / 0B     21
f1bb732f48e3   case2-edgeIoTDevSim-466   0.00%     46.12MiB / 500MiB     9.22%     2.33MB / 42.3kB   0B / 0B     21
eecbd3d8bfb6   case2-edgeIoTDevSim-464   0.00%     48.14MiB / 500MiB     9.63%     2.32MB / 47.2kB   0B / 0B     21
dca7ab8cb1a0   case2-edgeIoTDevSim-485   0.00%     46.11MiB / 500MiB     9.22%     2.32MB / 40.3kB   0B / 0B     21
ac2d09f05202   case2-edgeIoTDevSim-233   0.00%     46.13MiB / 500MiB     9.23%     2.32MB / 38.1kB   0B / 0B     21
e630914af895   case2-edgeIoTDevSim-399   0.01%     48.35MiB / 500MiB     9.67%     2.32MB / 44.2kB   0B / 0B     21
4ba733f21efc   case2-edgeIoTDevSim-254   0.01%     48.14MiB / 500MiB     9.63%     2.32MB / 38.1kB   0B / 0B     21
5109424727ce   case2-edgeIoTDevSim-477   0.02%     47.94MiB / 500MiB     9.59%     2.32MB / 44.2kB   0B / 0B     21
d69323099bdd   case2-edgeIoTDevSim-444   0.01%     47.95MiB / 500MiB     9.59%     2.32MB / 43.1kB   0B / 0B     21
72c55c2234a2   case2-edgeIoTDevSim-411   0.02%     46.09MiB / 500MiB     9.22%     2.32MB / 40.1kB   0B / 0B     21
900242f7a43e   case2-edgeIoTDevSim-244   0.02%     47.98MiB / 500MiB     9.60%     2.32MB / 39.9kB   0B / 0B     21
9b01155c088b   case2-edgeIoTDevSim-410   0.02%     46.23MiB / 500MiB     9.25%     2.32MB / 40.6kB   0B / 0B     21
8d56abaa11a7   case2-edgeIoTDevSim-432   0.01%     47.95MiB / 500MiB     9.59%     2.32MB / 53.4kB   0B / 0B     21
03fdd34584f1   case2-edgeIoTDevSim-293   0.00%     48.49MiB / 500MiB     9.70%     2.32MB / 45.5kB   0B / 0B     21
677dd3720bd4   case2-edgeIoTDevSim-338   0.00%     46.13MiB / 500MiB     9.23%     2.33MB / 45.9kB   0B / 0B     21
0f61225d9a4b   case2-edgeIoTDevSim-352   0.00%     45.91MiB / 500MiB     9.18%     2.31MB / 41.2kB   0B / 0B     21
