CONTAINER ID   NAME                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
aa4733d37ca3   case2-edgeIoTDevSim-46    0.00%     45.26MiB / 500MiB     9.05%     2.29MB / 29.7kB   0B / 0B     21
6676370152cf   case2-edgeIoTDevSim-42    0.00%     49.18MiB / 500MiB     9.84%     2.28MB / 27.2kB   0B / 0B     21
39762d9fc25a   case2-edgeIoTDevSim-21    0.00%     45.36MiB / 500MiB     9.07%     2.29MB / 28.1kB   0B / 0B     21
adbc640d4cbb   case2-edgeIoTDevSim-73    0.00%     49.38MiB / 500MiB     9.88%     2.29MB / 31.9kB   0B / 0B     21
8076e2555607   case2-edgeIoTDevSim-82    0.04%     45.06MiB / 500MiB     9.01%     2.29MB / 27kB     0B / 0B     21
57bac3d70057   case2-edgeIoTDevSim-20    0.04%     47.13MiB / 500MiB     9.43%     2.28MB / 31.3kB   0B / 0B     21
39ffa7a66ceb   case2-edgeIoTDevSim-24    0.04%     53.3MiB / 500MiB      10.66%    2.29MB / 29kB     0B / 0B     21
467ce1278cc4   case2-edgeIoTDevSim-35    0.00%     49.32MiB / 500MiB     9.86%     2.28MB / 33.8kB   0B / 0B     21
fcda16168b9e   case2-edgeIoTDevSim-71    0.00%     47.05MiB / 500MiB     9.41%     2.29MB / 30.5kB   0B / 0B     21
117a792ea4b4   case2-edgeIoTDevSim-19    0.00%     49.3MiB / 500MiB      9.86%     2.28MB / 28.4kB   0B / 0B     21
553780fc1f86   case2-edgeIoTDevSim-51    0.00%     47.44MiB / 500MiB     9.49%     2.28MB / 27kB     0B / 0B     21
ce3857d9da95   case2-edgeIoTDevSim-36    0.00%     47.03MiB / 500MiB     9.41%     2.28MB / 26.3kB   0B / 0B     21
91ed2b0a83d9   case2-edgeIoTDevSim-91    0.00%     49.18MiB / 500MiB     9.84%     2.28MB / 28.2kB   0B / 0B     21
704c4c2c59be   case2-edgeIoTDevSim-66    0.00%     55.18MiB / 500MiB     11.04%    2.29MB / 28.6kB   0B / 0B     21
0bb776a6e6e4   case2-edgeIoTDevSim-74    0.00%     45.38MiB / 500MiB     9.07%     2.28MB / 30.6kB   0B / 0B     21
b85ff640f240   case2-edgeIoTDevSim-61    0.00%     45.19MiB / 500MiB     9.04%     2.28MB / 27.2kB   0B / 0B     21
